# Segments csv adapted from original eval_segments provided by audioset,,,
"# num_ytids=Dunno, num_segs=Dunno, num_unique_labels=Dunno, num_positive_labels=Dunno",,,
"# YTID, start_seconds, end_seconds, positive_labels",,,
--04kMEQOAs,0.000,10.000,"""/m/06h7j,/m/09x0r"""
--6YSADAJ58,0.000,7.000,"""/m/06h7j,/m/09x0r"""
--HiqZbHZUE,30.000,40.000,"""/m/06h7j"""
--qT7KiCpEE,30.000,40.000,"""/m/06h7j,/m/09x0r"""
--qUiE6EdxI,0.000,10.000,"""/m/01d3sd,/m/09x0r"""
-0GasiOh-Xg,30.000,40.000,"""/m/03qtwd,/m/06h7j,/m/09x0r,/t/dd00128"""
-0ZCmp8GAHc,30.000,40.000,"""/m/04rlf,/m/06h7j,/m/09x0r"""
-0ZpDZCQXDQ,30.000,40.000,"""/m/04rlf,/m/06h7j,/m/09x0r"""
-0bxym-fj54,20.000,30.000,"""/m/01d3sd"""
-1DIETxHTIU,21.000,31.000,"""/m/04rlf,/m/06h7j,/m/09x0r"""
-1ek_e9vKRk,0.000,10.000,"""/m/0463cq4,/m/09x0r"""
-1sKXYLyeNQ,30.000,40.000,"""/m/03qtwd,/m/04rlf,/m/06h7j,/m/09x0r,/t/dd00128"""
-20uudT97E0,30.000,40.000,"""/m/03qc9zr,/m/09x0r"""
-2WOk5PgZyA,21.000,31.000,"""/m/05zppz,/m/06h7j,/m/09x0r,/t/dd00128"""
-2rhnaYYBzk,0.000,6.000,"""/m/06h7j"""
-2yygHLdpXc,20.000,30.000,"""/m/03qc9zr"""
-3-A7d6s9XE,30.000,40.000,"""/m/04rlf,/m/06h7j,/m/09x0r,/t/dd00128"""
-32IrasDuMg,0.000,10.000,"""/m/0463cq4,/m/09x0r,/t/dd00002"""
-3PyRo4ZC2o,30.000,40.000,"""/m/04rlf,/m/06h7j,/m/09x0r"""
-3QZXFKWwEw,10.000,20.000,"""/m/04rlf,/m/06h7j,/m/09x0r"""
-3bGlOhRkAo,140.000,150.000,"""/m/03qc9zr"""
-3k4v-sIOH4,30.000,40.000,"""/m/06h7j,/m/09x0r,/t/dd00129"""
-3yssXOC3PY,0.000,8.000,"""/m/04rlf,/m/06h7j,/m/09x0r"""
-4-QMo4t9FU,30.000,40.000,"""/m/06h7j,/m/09x0r,/t/dd00128"""
-4pUrlMafww,1.000,11.000,"""/m/03qc9zr,/m/09x0r"""
-4wthmfwlwQ,260.000,270.000,"""/m/03cczk"""
-51bS5W-U84,17.000,27.000,"""/m/04rlf,/m/06h7j,/m/09x0r"""
-5DpdEq9PE4,1.000,11.000,"""/m/01d3sd,/m/04rlf"""
-5IpgOv9HD0,30.000,40.000,"""/m/03cczk"""
-5dCv5_nvU8,200.000,210.000,"""/m/01b_21,/m/09x0r"""
-5pN5CG_2sw,4.000,14.000,"""/m/06h7j,/m/09x0r,/t/dd00126"""
-6CC_jiZtAA,30.000,40.000,"""/m/04rlf,/m/06h7j,/m/09x0r"""
-6PJbEt7NKg,30.000,40.000,"""/m/06h7j,/m/09x0r,/t/dd00129"""
-6_EmR0EyJA,30.000,40.000,"""/m/04rlf,/m/06h7j,/m/09x0r"""
-6vxFd99DV4,30.000,40.000,"""/m/04rlf,/m/06h7j"""
-7BkpaH9RFI,30.000,40.000,"""/m/04rlf,/m/06h7j"""
-7HDEf8xexc,30.000,40.000,"""/m/06h7j,/m/09x0r"""
-7R0ybQQAHg,60.000,70.000,"""/m/015lz1,/m/03qc9zr"""
-7gojlG6bE4,30.000,40.000,"""/m/03qc9zr,/m/04rlf"""
